id,file_name,mos,light,color,noise,exposure,nature,content_recovery,description
v_10_J,v_10_J.png,5.89333,2.5625,3.25,3.4375,3.8125,3.3125,3.1875,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_11_A,v_11_A.png,5.49375,2.75,3.3125,3.125,3.5625,3.1875,3.25,"The image has moderate brightness, medium color contrast, severe noise around the image and Severe exposure conditions on the lights, presenting a  unnatural appearance."
v_11_B,v_11_B.png,5.79375,2.9375,3.5,3.5,3.75,3.25,3.3125,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions, presenting a  unnatural appearance."
v_11_C,v_11_C.png,5.35625,2.4375,3.1875,3.0625,3.8125,3.1875,3.1875,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions, presenting a  natural appearance."
v_11_D,v_11_D.png,4.28125,2.75,2.9375,2.4375,3.3125,2.5625,2.8125,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  unnatural appearance."
v_11_E,v_11_E.png,5.16667,3.0625,3.3125,2.9375,3.25,3.1875,3.125,"The image has moderate brightness, medium color contrast, obvious noise in the sky and local exposure conditions on the left lights, presenting a  natural appearance."
v_11_F,v_11_F.png,5.125,2.375,2.8125,3.0625,3.6875,3.125,3.0625,"The image has dim brightness,some areas in shadows, medium color contrast, obvious noise in the sky and local exposure conditions on the lights, presenting a  unnatural appearance."
v_11_G,v_11_G.png,3.62667,3.3125,2.5625,2.25,2.1875,2.25,2.6875,"The image has moderate brightness, medium color contrast, severe noise around the image and Severe exposure conditions on all lights of boats, presenting a  unnatural appearance."
v_11_H,v_11_H.png,3.38,2.9375,2.625,2.75,2.5625,2.13333,2.6875,"The image has dim brightness, low color contrast, severe noise in the sky and Severe exposure conditions on the lights, presenting a  unnatural appearance."
v_11_I,v_11_I.png,5.38125,2.75,3.375,2.9375,3.8125,3.125,3.0625,"The image has moderate brightness,shadows in some areas, medium color contrast,a slight blue tint obvious noise and local exposure conditions on the lights, presenting a  natural appearance."
v_11_J,v_11_J.png,2.00667,3.125,2.75,1.8125,2.75,1.375,2.4375,"The image has moderate brightness, medium color contrast, obvious noise in the sky and local exposure conditions on the lights, presenting a  unnatural appearance."
v_12_A,v_12_A.png,5.125,2.9375,3.1875,2.875,3.5,3.0,3.3125,"The image has moderate brightness, medium color contrast, obvious noise particularly on the bicycle and in dark areas,and local exposure conditions, presenting a  natural appearance."
v_12_B,v_12_B.png,3.46875,3.3125,3.125,2.0,3.375,2.0625,2.6875,"The image has moderate brightness, medium color contrast, obvious noise on the bicycle and local exposure conditions, presenting a  natural appearance."
v_12_C,v_12_C.png,6.11875,3.4375,3.5,3.0625,3.6875,3.4375,3.5,"The image has moderate brightness, medium color contrast,muted colors with a grayish tone, slight noise and local exposure conditions, presenting a  natural appearance."
v_12_D,v_12_D.png,4.90667,2.6875,3.1875,2.625,3.625,2.875,3.0625,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  natural appearance."
v_12_E,v_12_E.png,5.54,2.875,3.1875,3.0,3.8125,3.3125,3.5,"The image has moderate brightness, medium color contrast, obvious noise on the bicycle and well-controlled exposure conditions, presenting a  natural appearance."
v_12_F,v_12_F.png,4.34375,1.9375,2.9375,2.875,3.75,2.75,2.75,"The image has dim brightness, medium color contrast, obvious noise particularly in darker areas and local exposure conditions, presenting a  unnatural appearance."
v_12_G,v_12_G.png,6.34,3.25,3.4375,3.3125,3.75,3.4375,3.6875,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  unnatural appearance."
v_12_H,v_12_H.png,3.21875,1.4375,2.625,3.125,3.375,2.375,2.3125,"The image has dim brightness,the interiors of buildings and some bicycles remain in shadow, medium color contrast, obvious noise and local exposure conditions in the sky, presenting a  unnatural appearance."
v_12_I,v_12_I.png,6.09375,3.9375,3.375,3.25,3.625,3.0625,3.6875,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the bicycle and local exposure conditions, presenting a  unnatural appearance."
v_12_J,v_12_J.png,6.35333,3.3125,3.4375,3.25,3.5625,3.5625,3.5,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions, presenting a  natural appearance."
v_13_A,v_13_A.png,4.62,2.625,3.25,3.0,3.5,2.9375,2.875,"The image has moderate brightness, medium color contrast, severe noise particularly evident as grainy noise on cars, buildings, walls, and the ground, and local exposure conditions, presenting a  unnatural appearance."
v_13_B,v_13_B.png,5.59375,2.9375,3.5,2.625,3.625,3.1875,3.3125,"The image has moderate brightness, medium color contrast, obvious noise on the ground and buildings and local exposure conditions, presenting a  natural appearance."
v_13_C,v_13_C.png,5.0625,3.1875,3.25,2.375,3.625,3.0625,3.1875,"The image has moderate brightness, medium color contrast, obvious noise around the image and well-controlled exposure conditions, presenting a  natural appearance."
v_13_D,v_13_D.png,4.95333,3.625,3.3125,2.625,2.6875,2.875,3.25,"The image has moderate brightness, medium color contrast, obvious noise on the ground, cars, and walls, and local exposure conditions in the sky to the left of the building, presenting a  unnatural appearance."
v_13_E,v_13_E.png,3.63333,2.0,2.375,2.8125,2.1875,2.1875,2.5625,"The image has dim brightness, low color contrast with low saturation, obvious noise on the cars and ground, and Severe exposure conditions in the sky, presenting a  unnatural appearance."
v_13_F,v_13_F.png,5.4875,3.3125,3.125,2.8125,3.3125,3.0,3.125,"The image has moderate brightness, medium color contrast, obvious noise on the car surfaces and ground and local exposure conditions, presenting a  unnatural appearance."
v_13_G,v_13_G.png,5.1125,2.9375,3.1875,2.8125,3.0,2.875,3.0,"The image has moderate brightness, medium color contrast, obvious noise on the ground and local exposure conditions in the sky, presenting a  natural appearance."
v_13_H,v_13_H.png,5.2625,2.9375,3.25,2.5625,3.5,3.0,3.125,"The image has moderate brightness, medium color contrast, obvious noise on the cars and some blurriness in the details of the buildings and vehicles and local exposure conditions, presenting a  natural appearance."
v_13_I,v_13_I.png,6.3125,3.875,3.5,3.125,3.6875,3.375,3.625,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the ground and well-controlled exposure conditions, presenting a  natural appearance."
v_13_J,v_13_J.png,2.88667,3.75,3.0625,1.75,3.1875,1.8125,2.6875,"The image has moderate brightness, medium color contrast, obvious noise on the cars and ground, and local exposure conditions, presenting a  natural appearance."
v_14_A,v_14_A.png,4.25,1.875,2.8125,3.375,3.8125,2.75,2.875,"The image has dim brightness with inadequate lighting, resembling an evening scene,, medium color contrast, obvious noise and well-controlled exposure conditions, presenting a  unnatural appearance."
v_14_B,v_14_B.png,4.2,3.25,3.25,1.9375,3.625,2.625,3.125,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions on the right sky, presenting a  unnatural appearance."
v_14_C,v_14_C.png,5.93333,3.625,3.5625,3.0,3.5,3.25,3.625,"The image has moderate brightness, medium color contrast, obvious noise in the right-side sky, with some noise on the electric scooter and the wall in the background, and local exposure conditions, presenting a  natural appearance."
v_14_D,v_14_D.png,3.85625,2.1875,2.625,3.1875,3.3125,2.4375,2.875,"The image has dim brightness  with some areas in shadow, low color contrast, obvious noise on the ground and wall, and local exposure conditions in the right sky, presenting a  unnatural appearance."
v_14_E,v_14_E.png,5.7125,3.3125,3.4375,3.25,3.4375,3.3125,3.3125,"The image has moderate brightness, medium color contrast, severe noise aroung the image and local exposure conditions, presenting a  unnatural appearance."
v_14_F,v_14_F.png,5.675,2.875,3.125,2.75,3.875,3.25,3.4375,"The image has moderate brightness, medium color contrast,muted colors, obvious noise in patches on the ground and well-controlled exposure conditions, presenting a  natural appearance."
v_14_G,v_14_G.png,4.95333,3.4375,3.5,2.75,3.3125,3.25,3.3125,"The image has moderate brightness, medium color contrast, obvious noise on the background wall and ground, and local exposure conditions in the right sky, presenting a  unnatural appearance."
v_14_H,v_14_H.png,6.28667,3.875,3.25,3.0625,3.5,3.3125,3.6875,"The image has moderate brightness, medium color contrast, obvious noise on the ground, electric scooter, and background wall and local exposure conditions in the right sky, presenting a  unnatural appearance."
v_14_I,v_14_I.png,3.69333,3.5,3.25,1.8125,3.0,1.625,2.875,"The image has moderate brightness, medium color contrast, obvious noise on the background wall and ground, and local exposure conditions in the right sky, presenting a  natural appearance."
v_14_J,v_14_J.png,4.92,2.75,3.0,2.25,3.6875,2.8125,3.25,"The image has moderate brightness, medium color contrast, obvious noise around the image and well-controlled exposure conditions, presenting a  natural appearance."
v_16_A,v_16_A.png,5.45625,3.375,3.5,2.875,3.875,3.4375,3.4375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise and well-controlled exposure conditions, presenting a  natural appearance."
v_16_B,v_16_B.png,6.08667,3.4375,3.875,2.6875,4.0625,3.4375,3.5625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the bus and leaves, and well-controlled exposure conditions, presenting a  natural appearance."
v_16_C,v_16_C.png,4.05,2.25,3.125,3.125,3.4375,2.625,2.4375,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions on the white pillar, presenting a  unnatural appearance."
v_16_D,v_16_D.png,3.3,3.1875,3.6875,1.8125,3.4375,2.0625,2.6875,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
v_16_E,v_16_E.png,5.64375,3.5,3.9375,2.6875,3.875,3.5,3.5,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the ground and leaves, and well-controlled exposure conditions, presenting a  natural appearance."
v_16_F,v_16_F.png,5.0125,2.9375,3.125,2.75,3.75,3.0,2.9375,"The image has moderate brightness, medium color contrast, obvious noise on the ground and leaves, and well-controlled exposure conditions, presenting a  natural appearance."
v_16_G,v_16_G.png,6.33333,3.375,3.75,3.625,3.75,3.5625,3.5,"The image has moderate brightness, high color contrast with harmonious colors, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
v_16_H,v_16_H.png,5.15625,3.3125,3.25,3.375,3.625,3.25,3.1875,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions on the white object, presenting a  natural appearance."
v_16_I,v_16_I.png,4.86875,3.3125,3.3125,2.875,3.5,3.0,3.0,"The image has moderate brightness, medium color contrast, obvious noise on the sky and ground, and local exposure conditions, presenting a  natural appearance."
v_16_J,v_16_J.png,5.56667,2.5625,3.5,3.0,3.875,3.25,3.125,"The image has moderate brightness, medium color contrast, obvious noise in the blue sky and well-controlled exposure conditions, presenting a  natural appearance."
